Subject Code	Course Code	Course Title
MTH	133	Calculus II
MTH	133	Calculus II
MTH	133	Calculus II
MTH	133	Calculus II
MTH	133	Calculus II
MTH	133	Calculus II
MTH	133	Calculus II
MTH	153H	Honors Calculus II
MTH	1825	Intermediate Algebra
MTH	1825	Intermediate Algebra
MTH	1825	Intermediate Algebra
MTH	201	Elementary Math for Teachers I
MTH	201	Elementary Math for Teachers I
MTH	202	Elem Math for Teachers II
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	234	Multivariable Calculus
MTH	235	Differential Equations
MTH	235	Differential Equations
MTH	254H	Honors Multivariable Calculus
MTH	299	Transitions
MTH	299	Transitions
MTH	299	Transitions
MTH	299	Transitions
MTH	299	Transitions
MTH	299	Transitions
MTH	301	Foundations of Higher Math
MTH	305	Funct & Calculus for Elem (W)
MTH	309	Linear Algebra
MTH	309	Linear Algebra
MTH	309	Linear Algebra
MTH	310	Abstract Algebra I & Nmbr Thry
MTH	310	Abstract Algebra I & Nmbr Thry
MTH	314	Matrix Algebra I
MTH	317H	Honors Linear Algebra
MTH	320	Analysis I
MTH	320	Analysis I
MTH	320	Analysis I
MTH	330	Higher Geometry
MTH	330	Higher Geometry
MTH	340	Ordinary Differential Equation
MTH	347H	Hon Ordinary Diff Equations
MTH	360	Theory Mathematical Interest
MTH	361	Financial Math for Actuaries I
MTH	396	Capstone Secondary Educ (W)
MTH	411	Abstract Algebra II
MTH	411	Abstract Algebra II
MTH	417	Topics in Number Theory
MTH	421	Analysis II
MTH	421	Analysis II
MTH	429H	Honors Real Analysis
MTH	432	Axiomatic Geometry
MTH	442	Partial Differential Equations
MTH	457	Introduction to Financial Math
MTH	481	Discrete Mathematics I
MTH	482	Discrete Mathematics II
MTH	490	Directed Studies
MTH	496	Capstone in Mathematics (W)
MTH	819	Algebra II
MTH	829	Complex Analysis I
MTH	842	Boundary Value Problems II
MTH	852	Num Mthd Ordinary Dif Equation
MTH	869	Geometry and Topology II
MTH	999	Doctoral Dissertation Research
MTHE	430	History of Mathematics
MTHE	999	Doctoral Dissertation Research
MUS	112	Chamber Music
MUS	115	Spartan Brass
MUS	116	Campus Band
MUS	117	Concert Band
MUS	118	Wind Symphony
MUS	119	Symphony Band
MUS	120	Symphony Orchestra
MUS	122	Concert Orchestra
MUS	123	Campus Choir
MUS	125	Glee Club, Men and Women
MUS	125	Glee Club, Men and Women
MUS	126	State Singers
MUS	127	University Chorale
MUS	130	Jazz Band
MUS	131	Jazz Combo
MUS	142	Class Instruction in Piano II
MUS	144	Italian Diction for Singers
MUS	145	Class Instruction in Voice I
MUS	145	Class Instruction in Voice I
MUS	150M	Piano for Piano Minors
MUS	151N	Voice for Non-Music Majors
MUS	155	Percussion Instruments
MUS	163	Class Instruction in Clarinet
MUS	173	Class Percussion I
MUS	175	Understanding Music
MUS	177	Introduction to Music Educ
MUS	178	Non Major Music Theory I
MUS	181	Musicianship I
MUS	181	Musicianship I
MUS	183	Ear Train & Sight Singing II
MUS	186	Jazz Styles and Analysis II
MUS	212	History Wstrn Music Since 1750
MUS	231	Begin Jazz Improvisation II
MUS	249	French Diction for Singers
MUS	281	Musicianship III
MUS	281	Musicianship III
MUS	283	Adv Ear Train & Sight Sing II
MUS	291	Selected Topics in Music
MUS	302	Advanced Jazz Musicianship II
MUS	336A	Ensemble Cond II: Instrumental
MUS	380	Musical Styles and Forms
MUS	401	Jazz Arranging/Composition II
MUS	418	Opera and Oratorio Aria Repert
MUS	419	Baroque Music
MUS	424	Music, Sexuality, and Gender
MUS	439	Jazz Pedagogy II
MUS	455	Teaching Instrumental Music
MUS	463	Methds & Matls of Elem Music
MUS	467	Teach Genrl Music Elem School
MUS	480	Counterpoint
MUS	482	Opera Scene Study
MUS	491	Special Topics in Music
MUS	496	Your Music Business
MUS	810	Graduate Jazz History
MUS	830	Res Methods & Materials Music
MUS	849	Piano Performance
MUS	856	Chamber Music
MUS	871	Advanced Tonal Counterpoint
MUS	872	Tonal Forms
MUS	872	Tonal Forms
MUS	873	Early 20th Century Techniques
MUS	886	Adv Jazz Styles & Analysis II
MUS	892A	Seminar in Music History
MUS	892A	Seminar in Music History
MUS	892A	Seminar in Music History
MUS	936	Seminar in 19th-Century Music
MUS	978	Sem in 20th/21st Cent Mus Thry
MUS	996	Doctoral Recital Performance
MUS	996	Doctoral Recital Performance
MUS	996	Doctoral Recital Performance
NEU	302	Intro to Neuroscience II
NEU	310	Psy & Bio of Human Sexuality
NEU	311L	Neuroscience Laboratory (W)
NEU	420	Neurobiology of Disease
NEU	440	Synaptic Transmission
NEU	492	Special Topics in Neuroscience
NEU	800	Neuroscience Research Forum
NEU	999	Doctoral Dissertation Research
NOP	552	Medical Neuroscience
NOP	620	Ophthalmology Clerkship
NOP	656	Core Neurology Clerkship
NSC	102	Preprof Freshman Seminar
NSC	102	Preprof Freshman Seminar
NSC	204	Intro Computational Science
NSC	204	Intro Computational Science
NSC	292	App Environmental Studies
NSC	390	Special Problems
NSC	475	Int'l Field Studies in Nat Sci
NSC	491	Selected Topics
NSC	495	Capstone in Human Biology (W)
NSC	496	Directed Study Human Biology
NSC	498	Research in Human Biology
NSC	801	Intro Computational Science
NSC	837	Confocal Microscopy
NSC	840	Writing in the Sciences
NUR	205	Intro to Professional Nursing
NUR	300	Pathophysiology
NUR	301	Clinical Pathophysiology
NUR	325	Transition to BSN Practice
NUR	336	Health Promotion for the BSN
NUR	340	Foundations Nursing Practice
NUR	355	Integrative Seminar I
NUR	360	Acute Nursing Care of Adults
NUR	370	Mental Health and Psychiatric
NUR	435	Nursing Care of the Family
NUR	440	Nursing Care of Children & Fam
NUR	441	Future of Nursing: Graduate Ed
NUR	450	Level III Integrative Seminar
NUR	460	Leadership Clinical Practice
NUR	470	Community & Population Health
NUR	470	Community & Population Health
NUR	480	Transitions to Practice
NUR	485	Integrative Seminar III
NUR	804	Statistics for the Healthcare
NUR	806	Research for Adv Practice Nur
NUR	807	Clinical Decision Making
NUR	809	App Pharm for Adv Practice Nur
NUR	814	Health Care Policy & Politics
NUR	824	Prac II: Prim Care for Family
NUR	838	Care for Aging Individuals
NUR	860	Physical Assessment for CNS
NUR	866	Academic and Clinical Teaching
NUR	874	Clinical Practicum I
NUR	877	Anesthesia Physiology and Path
NUR	879	Chemistry & Physics of Anest
NUR	884	Principles of Anesthesia III
NUR	888	Pharm for Anesthesia Prac II
NUR	894	Clinical Practicum IV
NUR	897	Clinical Seminar III
OGR	608	Obstetrics & Gynecology Clkshp
OGR	608	Obstetrics & Gynecology Clkshp
OMM	500	Student OMM Practical Lab
OMM	500	Student OMM Practical Lab
OMM	500	Student OMM Practical Lab
OMM	512	OMM II
OMM	512	OMM II
OMM	515	OMM V
OMM	515	OMM V
OMM	590	Spec Problems in Biomechanics
OMM	601	Osteo Manipul Medicine Clkshp
OSS	648	Anesthesiology Advanced Clkshp
OSS	651	Core Obstetrics & Gynecology
OSS	653	Core Surgery Clerkship
OSS	654	Core Anesthesiology Clerkship
OSS	656	Orthopedic Clerkship
OSS	658	Otorhinolaryngology Clerkship
OST	401	Selected Topics in Ost Med
OST	552	Osteopathic Patient Care II
OST	552	Osteopathic Patient Care II
OST	555	Osteopathic Patient Care V
OST	555	Osteopathic Patient Care V
OST	567	Care Young and Aging II
OST	567	Care Young and Aging II
OST	570	Care Young and Aging V
OST	570	Care Young and Aging V
OST	571	Neuromusculoskeletal System
OST	571	Neuromusculoskeletal System
OST	572	Genitourinary System
OST	572	Genitourinary System
OST	573	Endocrine System
OST	573	Endocrine System
OST	574	Female Reproductive System
OST	574	Female Reproductive System
OST	580	Respiratory System
OST	580	Respiratory System
OST	581	Ethics, Professionalism & Law
OST	581	Ethics, Professionalism & Law
OST	590	Special Problems
OST	590	Special Problems
OST	590	Special Problems
OST	603	CORE Clinical Concepts (C3)
OST	685	Internation Clerkship Rotation
PDC	120	Plan & Design Digital Graphic
PDI	519	Gross Anatomy II
PDI	521	Organ Histology
PDI	553	Systemic Pathology
PDI	554	Veterinary Clinical Pathology
PDI	562	Emerging Animal Diseases
PDI	610	Vet Gross Anatomy Dissection
PDI	630	Diagnostic Pathology Clerkship
PED	600	CORE Pediatrics Clerkship
PHD	600	Pediatric Specialty Clerkship
PHL	101	Introduction to Philosophy
PHL	101	Introduction to Philosophy
PHL	101	Introduction to Philosophy
PHL	101	Introduction to Philosophy
PHL	130	Logic and Reasoning
PHL	130	Logic and Reasoning
PHL	130	Logic and Reasoning
PHL	130	Logic and Reasoning
PHL	211	Modern Philosophy
PHL	220	Existentialism
PHL	330	Formal Reasoning
PHL	340	Ethics
PHL	344	Ethical Issues in Health Care
PHL	344	Ethical Issues in Health Care
PHL	351	African Philosphy
PHL	354	Philosophy of Law
PHL	356	Philosophical Aspect Fem
PHL	357	Philosophy of Karl Marx
PHL	380	Nature of Science
PHL	440	Central Issues in Ethics
PHL	442	Ethics and Animals
PHL	453	Ethics in Global Health Care
PHL	461	Metaphysics
PHL	999	Doctoral Dissertation Research
PHM	321	Common Drugs
PHM	350	Intro Human Pharmacology
PHM	351	Fundamentals of Drug Safety
PHM	422	Fundamentals of Neuropharmacol
PHM	450	Intro to Chemical Toxicology
PHM	450	Intro to Chemical Toxicology
PHM	454	Lead Teams Scientist Hlth Prof
PHM	552	Veterinary Pharmacology I
PHM	817	Neurotoxicology
PHM	822	Academic & Research Integrity
PHM	833	GI and Liver Pharm and Tox
PHM	834	Respiratory Pharmacology
PHM	837	Autonomic Pharmacology
PHM	840	Safety Pharmacology
PHM	854	Leadership & Team Mgmt
PHM	855	Business of Biomed Research
PHM	858	Drug Development Process
PHM	980	Problems
PHM	999	Doctoral Dissertation Research
PHY	102	Physics Computations I
PHY	183	Phys Scientists & Engineers I
PHY	183	Phys Scientists & Engineers I
PHY	183	Phys Scientists & Engineers I
PHY	183	Phys Scientists & Engineers I
PHY	184	Phys Scientists & Engineers II
PHY	184	Phys Scientists & Engineers II
PHY	192	Physics Lab for Scientists II
PHY	215	Thermodynamics & Modrn Physics
PHY	231	Introductory Physics I
PHY	231	Introductory Physics I
PHY	231C	Introductory Physics I
PHY	232	Introductory Physics II
PHY	232C	Introductory Physics II
PHY	233B	Calculus Concepts Physics I
PHY	234B	Calculus Concepts Physics II
PHY	251	Intro Physics Lab I
PHY	252	Intro Physics Lab II
PHY	252	Intro Physics Lab II
PHY	294H	Physics II - Electromagnetism
PHY	321	Classical Mechanics I
PHY	410	Thermal & Statistical Physics
PHY	451	Advanced Laboratory
PHY	472	Quantum Physics II
PHY	480	Computational Physics
PHY	492	Intro to Nuclear Physics
PHY	493	Intro to Elem Particle Physics
PHY	802	Survey of Nuclear Physics
PHY	841	Classical Electrodynamics I
PHY	852	Quantum Mechanics II
PHY	905	Special Problems
PHY	981	Nuclear Structure
PHY	982	Nuclear Dynamics
PHY	999	Doctoral Dissertation Research
PIM	802	Integrative Case Comp
PIM	803	Leadership Development
PIM	804	Strategic Vision
PIM	804	Strategic Vision
PIM	841	Corporate Finance
PIM	841	Corporate Finance
PIM	842	Managerial Finance
PIM	842	Managerial Finance
PIM	853	Human Resource Management
PIM	862	Customer & Competitor Analysis
PIM	863	Marketing Systems
PIM	873F	Cur Bus Issues: Management
PIM	873F	Cur Bus Issues: Management
PIM	875	Supply Chain Management II
PIM	876	Ethics in the Workplace
PKG	101	Principles of Packaging
PKG	221	Packaging with Glass and Metal
PKG	315	Packaging Decision Sys (W)
PKG	322	Packaging - Paper & Paperboard
PKG	323	Packaging with Plastics
PKG	370	Packaging and the Environment
PKG	410	Distribution Packaging Dynamic
PKG	411	Package Development Technology
PKG	432	Packaging Processes
PKG	445	Robotics in Packaging
PKG	455	Food Packaging
PKG	480	Packaging Laws and Regulations
PKG	485	Packaging Development (W)
PKG	491	Special Topics
PKG	493	Packaging Internship
PKG	803	Packaging Distribution & Dynam
PKG	804	Packaging Processes
PKG	999	Doctoral Dissertation Research
PLB	105	Plant Biology
PLB	105	Plant Biology
PLB	106	Plant Biology Laboratory
PLB	415	Plant Physiology
PLB	416L	Plant Physiology Laboratory
PLB	418	Plant Systematics
PLB	499	Senior Seminar (W)
PLB	804	Frontiers in Plant Biology
PLB	849	Evolutionary Biology
PLB	856	Plant Molecular & Omic Biology
PLB	999	Doctoral Dissertation Research
PLP	105	Fund Applied Plant Pathology
PLP	405	Plant Pathology
PLP	407	Disease & Insect & Shade Tree
PLP	881	Molecular & Biochem Plnt Path
PLS	100	Intro to American Politics
PLS	140	Intro to Comparative Politics
PLS	160	Intro to Interntl Relations
PLS	170	Intro to Political Philosophy
PLS	201	Intro Meth of Political Anly
PLS	310	Public Admin & Policy Making
PLS	313	American Public Policy
PLS	320	Judicial Politics
PLS	321	Constitutional Law
PLS	324	Congress
PLS	334	Campaigns and Elections
PLS	342	Comparative Political Economy
PLS	351	African Politics
PLS	358	Pol U.S.S.R. & Successor Sts
PLS	364	Pol of UN & Intl Orgs
PLS	371	Classical Political Philosophy
PLS	372	Modern Political Philosophy
PLS	377	American Political Thought
PLS	392	Spec Topics in Political Sci
PLS	392	Spec Topics in Political Sci
PLS	392	Spec Topics in Political Sci
PLS	422	Sem in Political Science (W)
PLS	422	Sem in Political Science (W)
PLS	422	Sem in Political Science (W)
PLS	422	Sem in Political Science (W)
PLS	494	Field Exp In Political Science
PLS	802	Quant Tech Pub Pol & Pol Sc II
PLS	809	Proseminar in Formal Theory
PLS	999	Doctoral Dissertation Research
PPL	802	Quantitative Methods II
PPL	806	Policy Evaluation
PPL	813	Public Finance
PPL	890	Policy Workshop
PSC	591	Special Problems in Psychiatry
PSC	608	Psychiatry & Behav Sci Clkshp
PSL	101	Frontiers in Physiology
PSL	250	Introductory Physiology
PSL	310	Physiology Pre-Health Prof
PSL	421	Biology of Stem Cells (W)
PSL	425	Physiological Biophysics
PSL	432	Human Physiology II
PSL	439	Special Topics Physiology (W)
PSL	440	Topics in Cell Physiology (W)
PSL	475L	Capstone Lab in Physiology
PSL	513	Veterinary Physiology
PSL	535	Cell Biology and Physiology II
PSL	999	Doctoral Dissertation Research
PSY	101	Introductory Psychology
PSY	101	Introductory Psychology
PSY	101	Introductory Psychology
PSY	101	Introductory Psychology
PSY	200	Cognitive Psychology
PSY	200	Cognitive Psychology
PSY	209	Brain and Behavior
PSY	209	Brain and Behavior
PSY	235	Social Psychology
PSY	236	Personality
PSY	244	Devel Psych Infancy - Chldhd
PSY	255	Industrial & Org Psychology
PSY	280	Abnormal Psychology
PSY	280	Abnormal Psychology
PSY	295	Data Anly Psychological Res
PSY	320	Health Psychology
PSY	333	Neurobiology of Food Intake
PSY	339	Psychology of Women
PSY	371	Psychological Innovat & Res I
PSY	372	Psychological Innovat & Res II
PSY	381	Internship Training in Psy
PSY	395	Design and Measurement
PSY	401	Expertise and Skill (W)
PSY	402	Sensation and Perception (W)
PSY	409	Psychobiology of Behav Dev (W)
PSY	410	Neuroscience of Learning (W)
PSY	424	Child & Fam Psychopathology(W)
PSY	490	Special Problems in Psychology
PSY	491	Particip Psychological Project
PSY	493	Issues in Psychology (W)
PSY	493	Issues in Psychology (W)
PSY	493	Issues in Psychology (W)
PSY	499H	Senior Honors Thesis
PSY	802	Basic Cognitive Processes
PSY	811	Adv Behavioral Neuroscience
PSY	818	Psychometr Theory & Test Const
PSY	836	Personality Psychology
PSY	899	Master's Thesis Research
PSY	954	Cognitive-Behavioral Theory
PSY	999	Doctoral Dissertation Research
RAD	590	Independent Study in Radiology
RAD	609	Radiology Clerkship
RAD	610	Core Radiology Clerkship
RCAH	112	Writing Research Technologies
RCAH	112	Writing Research Technologies
RCAH	112	Writing Research Technologies
RCAH	112	Writing Research Technologies
RCAH	112	Writing Research Technologies
RCAH	192	Proseminar
RCAH	192	Proseminar
RCAH	203	Transcultural Relations
RCAH	203	Transcultural Relations
RCAH	203	Transcultural Relations
RCAH	203	Transcultural Relations
RCAH	291	Arts Workshops
RCAH	291	Arts Workshops
RCAH	291	Arts Workshops
RCAH	291	Arts Workshops
RCAH	291	Arts Workshops
RCAH	291	Arts Workshops
RCAH	292A	Engagement Proseminar
RCAH	292A	Engagement Proseminar
RCAH	292B	Engagement and Reflection
RCAH	320	Art and Public Life
RCAH	340	Technology and Creativity
RCAH	380	Third Year Tutorial
RCAH	380	Third Year Tutorial
RCAH	390	Language and Culture
RCAH	390	Language and Culture
RCAH	390	Language and Culture
RCAH	395	Special Topic-Arts& Humanities
RCAH	395	Special Topic-Arts& Humanities
RCAH	492	Senior Seminar (W)
RCAH	492	Senior Seminar (W)
REL	101	Exploring Religion
REL	101	Exploring Religion
REL	101	Exploring Religion
REL	150	Intro to Biblical Literature
REL	205	Myth, Self, and Religion
REL	210	Religion and the Environment
REL	220	Religion in America
REL	291	Special Topics in Religion
REL	291	Special Topics in Religion
REL	301	Methods and Theories in Rel
REL	335	East Asian Religions
REL	350	Buddhism in South Asia
REL	355	Southeast Asian Religions
REL	360	African Religion
REL	365	Evangelicalism in the U.S.
REL	385	Religion and Healthcare
REL	420	Birth of Christianity (W)
REL	430	The Quran and Its Interpr (W)
REL	485	Religion and Nonprofit Leaders
RUS	102	Elementary Russian II
RUS	202	Second-Year Russian II
RUS	421	Rus Life & Cult 20th Century
SCM	303	Introduction Supply Chain Mgt
SCM	371	Procurement & Supply Mgt
SCM	371	Procurement & Supply Mgt
SCM	371	Procurement & Supply Mgt
SCM	372	Manufacturing Plan & Control
SCM	372	Manufacturing Plan & Control
SCM	372	Manufacturing Plan & Control
SCM	373	Logistics & Transportation Mgt
SCM	373	Logistics & Transportation Mgt
SCM	470	Supply Chain Appl & Policy (W)
SCM	470	Supply Chain Appl & Policy (W)
SCM	470	Supply Chain Appl & Policy (W)
SCM	474	Negotiations
SCM	475	Supply Chain Decision Modeling
SCM	476	Transportation Management
SCM	479	Supply Chain Cost Mgt
SCM	825	Strategic Sourcing
SCM	826	Manufacturing Des & Analysis
SCM	827	Supply Chain Logistics
SCM	834	Supply Chain Simulation
SCM	842	Total Quality Management
SCM	843	Sustainable Supply Chain Mgmt
SCM	855	Supply Chain Mgt Tech & Appl I
SCM	856	Supply Chain Mgt Tech&Appl II
SCM	869	Service Supply Chains
SCM	870	Intro to Supply Chain Mgmt I
SCM	871	Applied Data Analysis
SCM	872	Distribution Fulfillment
SCM	874	Total Quality Mgt & Lean Enter
SCM	881	Global Supply Chain Mgt
SCM	886	Strategic Sourcing
SCS	563	Intro Exotic Sp & Sm Mammal Me
SCS	565	Animal Behavior
SCS	566	Emer & Critical Care Med Sem
SCS	611	Diagnostic Imaging Clerkship
SCS	613	Diagnostic Ultrasound Clkshp
SCS	625	Sm An Primary Care Clerkship
SCS	626	Sm An Soft Tissue Surg Clkshp
SCS	640	Cardiology Clerkship
SCS	641	Ophthalmology Clerkship
SCS	642	Zoo and Wildlife Clerkship
SCS	643	Neurology Clerkship
SCS	644	Dermatology Clerkship
SCS	646	Sm Animal Orthoped Sur Clkshp
SCS	647	Sm Animal Internal Med Clkshp
SCS	648	Anesthesia Clerkship
SCS	654	Clin Med Oncology Clkship
SCS	693	Prob Sm An Clin Sci Clkshp
SCS	694	Small Animal Speciality Clkshp
SCS	695	Emerg & Crit Care Med Clkshp
SOC	100	Introduction to Sociology
SOC	161	Interntl Devel & Change
SOC	215	Race and Ethnicity
SOC	216	Sex and Gender
SOC	241	Social Psychology
SOC	282	Methods of Social Research II
SOC	310	Global Migration
SOC	315	Family and Society
SOC	316	Youth and Society
SOC	330	Social Stratification
SOC	331	Political Sociology
SOC	361	Contemporary Communities
SOC	412	Animals, People and Nature
SOC	424	Organizations and Society
SOC	475	Health and Society
SOC	488	Sociological Theory (W)
SOC	499	Soc Iss & Chng in Society (W)
SOC	882	Analysis of Social Data II
SOC	999	Doctoral Dissertation Research
SPN	101	Elementary Spanish I
SPN	102	Elementary Spanish II
SPN	102	Elementary Spanish II
SPN	102	Elementary Spanish II
SPN	102	Elementary Spanish II
SPN	150	Review of Elementary Spanish
SPN	201	Second Year Spanish I
SPN	201	Second Year Spanish I
SPN	202	Second-Year Spanish II
SPN	202	Second-Year Spanish II
SPN	202	Second-Year Spanish II
SPN	202	Second-Year Spanish II
SPN	202	Second-Year Spanish II
SPN	310	Basic Spanish Grammar
SPN	310	Basic Spanish Grammar
SPN	310	Basic Spanish Grammar
SPN	320	Cultural Reading & Comp (W)
SPN	320	Cultural Reading & Comp (W)
SPN	320	Cultural Reading & Comp (W)
SPN	320	Cultural Reading & Comp (W)
SPN	330	Phonetics and Pronunciation
SPN	330	Phonetics and Pronunciation
SPN	330	Phonetics and Pronunciation
SPN	330	Phonetics and Pronunciation
SPN	342	Media and Conversation
SPN	342	Media and Conversation
SPN	342	Media and Conversation
SPN	350	Intro Reading Hispanic Lit (W)
SPN	350	Intro Reading Hispanic Lit (W)
SPN	350	Intro Reading Hispanic Lit (W)
SPN	350	Intro Reading Hispanic Lit (W)
SPN	412	Topics in Hispanic Culture
SPN	420	Spain and its Literature
SPN	420	Spain and its Literature
SPN	432	Latin America and Its Lit
SPN	432	Latin America and Its Lit
SPN	440	Spanish Structure
SPN	440	Spanish Structure
SPN	452	Topics in Spanish Lang I
SPN	462	Topics in Spanish Literature
SPN	482	Topics in Spanish Linguistics
SPN	491	Special Topics in Spanish
SSC	199	Cmty Engmnt Act Locally
SSC	293	Asian Pacific American Studies
SSC	299	Integ Soc Sci Perspec
SSC	299	Integ Soc Sci Perspec
SSC	299	Integ Soc Sci Perspec
SSC	299	Integ Soc Sci Perspec
SSC	490	Special Topics
SSC	493	Social Science Internship
SSC	499	CapstoneInter Studies Soc S(W)
SSC	499	CapstoneInter Studies Soc S(W)
SSC	499	CapstoneInter Studies Soc S(W)
SSC	499	CapstoneInter Studies Soc S(W)
SSC	499	CapstoneInter Studies Soc S(W)
STA	110	Drawing I
STA	110	Drawing I
STA	110	Drawing I
STA	110	Drawing I
STA	113	Color and Design
STA	113	Color and Design
STA	113	Color and Design
STA	113	Color and Design
STA	114	Three-Dimensional Form
STA	114	Three-Dimensional Form
STA	114	Three-Dimensional Form
STA	114	Three-Dimensional Form
STA	191	Special Topics in Art & Design
STA	191	Special Topics in Art & Design
STA	260	Concepts of Graphic Design
STA	300	Intermediate Drawing
STA	303	Design Thinking
STA	320	Painting I
STA	340	Ceramics: Hand Building
STA	345	Ceramics: Wheel Throwing
STA	345	Ceramics: Wheel Throwing
STA	351	Mixed Media and Installation
STA	365	Typography I: Form & Meaning
STA	365	Typography I: Form & Meaning
STA	370	Photography I
STA	370	Photography I
STA	371	Art, Education and Society
STA	380	Electronic Art
STA	391	Special Topics in Drawing
STA	420	Advanced Painting
STA	440	Advanced Ceramics
STA	460	Graphic Design II: Visual Comm
STA	460	Graphic Design II: Visual Comm
STA	465	Typography II
STA	468	Interactive Web Design
STA	474	Studio and Location Lighting
STA	491B	Printmaking
STA	492	Senior Sem & Prof Practice (W)
STA	492	Senior Sem & Prof Practice (W)
STA	492A	Exhibition Practicum
STA	492A	Exhibition Practicum
STA	494	Design Center
STT	200	Statistical Methods
STT	200	Statistical Methods
STT	200	Statistical Methods
STT	201	Statistical Methods
STT	224	Intro Prob & Stat for Ecologis
STT	231	Statistics for Scientists
STT	231	Statistics for Scientists
STT	250	Stat & Prob for K-8 Teachers
STT	315	Intro Prob & Stat for Business
STT	315	Intro Prob & Stat for Business
STT	351	Prob & Statistics Engineering
STT	351	Prob & Statistics Engineering
STT	351	Prob & Statistics Engineering
STT	421	Statistics I
STT	430	Intro to Prob & Statistics
STT	441	Prob & Stat I Probability
STT	441	Prob & Stat I Probability
STT	442	Prob & Stat II Statistics
STT	442	Prob & Stat II Statistics
STT	456	Actuarial Models II
STT	459	Const & Eval Actuarial Models
STT	461	Computations in Prob & Stat
STT	481	Capstone in Statistics (W)
STT	814	Adv Statistics Biologists
STT	814	Adv Statistics Biologists
STT	843	Multivariate Analysis
STT	862	Theory of Prob & Stat II
STT	864	Statistical Methods II
STT	888	Stochastic Models In Finance
STT	999	Doctoral Dissertation Research
SUR	608	Junior Surgery Clerkship
SUR	620	Senior Surgery Clerkship
SW	200	Introduction to Social Work
SW	340	Found Social Work Practice
SW	340	Found Social Work Practice
SW	340	Found Social Work Practice
SW	431	Res Meth in Social Work
SW	431	Res Meth in Social Work
SW	441	Prac/w/Task Grps, Orgs, Com
SW	441	Prac/w/Task Grps, Orgs, Com
SW	441	Prac/w/Task Grps, Orgs, Com
SW	471	Child Welfare
SW	472	Social Work in Health Care
SW	474	Substance Abuse & Human Srvces
SW	475	School Violence
SW	491	Special Topics in Social Work
SW	492	Seminar in Social Work
SW	494B	Fld Educ Foundation II
SW	494B	Fld Educ Foundation II
SW	494B	Fld Educ Foundation II
SW	494B	Fld Educ Foundation II
SW	494B	Fld Educ Foundation II
SW	811	Perspectives in Human Devel
SW	811	Perspectives in Human Devel
SW	811	Perspectives in Human Devel
SW	811	Perspectives in Human Devel
SW	811	Perspectives in Human Devel
SW	811	Perspectives in Human Devel
SW	822	Topics in Pol Prac & Advocacy
SW	822	Topics in Pol Prac & Advocacy
SW	822	Topics in Pol Prac & Advocacy
SW	822	Topics in Pol Prac & Advocacy
SW	822	Topics in Pol Prac & Advocacy
SW	822	Topics in Pol Prac & Advocacy
SW	822	Topics in Pol Prac & Advocacy
SW	822	Topics in Pol Prac & Advocacy
SW	829	SW Research Methods I
SW	829	SW Research Methods I
SW	829	SW Research Methods I
SW	829	SW Research Methods I
SW	832	Eval SW Programs and Practice
SW	832	Eval SW Programs and Practice
SW	832	Eval SW Programs and Practice
SW	832	Eval SW Programs and Practice
SW	832	Eval SW Programs and Practice
SW	832	Eval SW Programs and Practice
SW	841	Generalist SW Prac Meth II
SW	841	Generalist SW Prac Meth II
SW	841	Generalist SW Prac Meth II
SW	841	Generalist SW Prac Meth II
SW	841	Generalist SW Prac Meth II
SW	843	Clinical Assessment Diagnosis
SW	843	Clinical Assessment Diagnosis
SW	843	Clinical Assessment Diagnosis
SW	845	Admin Skills for SW Practice
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	851	Clin SW Prac II
SW	866	SW Leadership in Orgs & Com II
SW	871	Adv Clin SW with Families
SW	874	Assessment and Testing in SSW
SW	876	Co-Occurring Disorders
SW	891	Spec Top Grad Soc Work
SW	891	Spec Top Grad Soc Work
SW	891	Spec Top Grad Soc Work
SW	894B	Fld Educ Grad Gen Prac II
SW	894B	Fld Educ Grad Gen Prac II
SW	894B	Fld Educ Grad Gen Prac II
SW	894E	Fld Educ Clin Prac II
SW	894E	Fld Educ Clin Prac II
SW	894E	Fld Educ Clin Prac II
SW	894E	Fld Educ Clin Prac II
SW	894I	Fld Educ Org & Comm Pract II
SW	894I	Fld Educ Org & Comm Pract II
TE	150	Reflections on Learning
TE	150	Reflections on Learning
TE	150	Reflections on Learning
TE	150	Reflections on Learning
TE	150	Reflections on Learning
TE	201	Current Issues in Education
TE	250	Hum Div Power & Opp Soc Inst
TE	250	Hum Div Power & Opp Soc Inst
TE	291A	Special Topics Urban Educ II
TE	291A	Special Topics Urban Educ II
TE	291A	Special Topics Urban Educ II
TE	301	Lit Lrnrs & Lrning in Ctxt-Ele
TE	301	Lit Lrnrs & Lrning in Ctxt-Ele
TE	302	Lrners & Lrning in Context-Sec
TE	348	Reading/Responding Chldrn Lit
TE	348	Reading/Responding Chldrn Lit
TE	351	Urban Education
TE	405	Tchng Literacy Diverse Lrn-Ele
